layer,head,metric,auroc,direction
8,10,spectral_entropy_norm,1.0,1.0
8,10,hfer,1.0,-1.0
8,10,spectral_radius,1.0,-1.0
8,11,fiedler_value,1.0,-1.0
8,11,connectivity_ratio,1.0,-1.0
8,11,spectral_entropy_norm,1.0,-1.0
8,11,hfer,1.0,1.0
8,11,spectral_radius,1.0,-1.0
8,12,fiedler_value,1.0,-1.0
8,12,connectivity_ratio,1.0,1.0
8,12,spectral_entropy_norm,1.0,-1.0
8,12,hfer,1.0,1.0
8,12,spectral_radius,1.0,-1.0
8,13,fiedler_value,1.0,-1.0
8,13,connectivity_ratio,1.0,-1.0
8,13,spectral_entropy_norm,1.0,1.0
8,13,hfer,1.0,-1.0
8,13,spectral_radius,1.0,-1.0
8,14,fiedler_value,1.0,-1.0
8,14,connectivity_ratio,1.0,-1.0
8,14,spectral_entropy_norm,1.0,1.0
8,14,hfer,1.0,-1.0
8,14,spectral_radius,1.0,-1.0
8,15,fiedler_value,1.0,-1.0
8,15,connectivity_ratio,1.0,-1.0
8,15,spectral_entropy_norm,1.0,1.0
8,15,hfer,1.0,-1.0
8,15,spectral_radius,1.0,1.0
9,0,fiedler_value,1.0,-1.0
9,0,connectivity_ratio,1.0,-1.0
9,0,spectral_entropy_norm,1.0,1.0
9,0,hfer,1.0,1.0
9,0,spectral_radius,1.0,-1.0
9,1,fiedler_value,1.0,1.0
9,1,connectivity_ratio,1.0,1.0
9,1,spectral_entropy_norm,1.0,1.0
9,1,hfer,1.0,-1.0
9,1,spectral_radius,1.0,1.0
9,2,fiedler_value,1.0,-1.0
9,2,connectivity_ratio,1.0,-1.0
9,2,spectral_entropy_norm,1.0,1.0
9,2,hfer,1.0,1.0
9,2,spectral_radius,1.0,1.0
9,3,fiedler_value,1.0,-1.0
9,3,connectivity_ratio,1.0,-1.0
9,3,spectral_entropy_norm,1.0,1.0
9,3,hfer,1.0,-1.0
9,3,spectral_radius,1.0,-1.0
9,4,fiedler_value,1.0,-1.0
9,4,connectivity_ratio,1.0,-1.0
9,4,spectral_entropy_norm,1.0,1.0
9,4,hfer,1.0,-1.0
9,4,spectral_radius,1.0,-1.0
9,5,fiedler_value,1.0,-1.0
9,5,connectivity_ratio,1.0,-1.0
9,5,spectral_entropy_norm,1.0,1.0
9,5,hfer,1.0,-1.0
9,5,spectral_radius,1.0,-1.0
9,6,fiedler_value,1.0,-1.0
9,6,connectivity_ratio,1.0,-1.0
9,6,spectral_entropy_norm,1.0,-1.0
9,6,hfer,1.0,1.0
9,6,spectral_radius,1.0,-1.0
9,7,fiedler_value,1.0,1.0
9,7,connectivity_ratio,1.0,1.0
9,7,spectral_entropy_norm,1.0,-1.0
9,7,hfer,1.0,1.0
9,7,spectral_radius,1.0,-1.0
9,8,fiedler_value,1.0,-1.0
9,8,connectivity_ratio,1.0,-1.0
9,8,spectral_entropy_norm,1.0,1.0
9,8,hfer,1.0,-1.0
9,8,spectral_radius,1.0,-1.0
9,9,fiedler_value,1.0,-1.0
9,9,connectivity_ratio,1.0,-1.0
9,9,spectral_entropy_norm,1.0,1.0
9,9,hfer,1.0,-1.0
9,9,spectral_radius,1.0,-1.0
9,10,fiedler_value,1.0,-1.0
9,10,connectivity_ratio,1.0,-1.0
9,10,spectral_entropy_norm,1.0,-1.0
9,10,hfer,1.0,1.0
9,10,spectral_radius,1.0,-1.0
9,11,fiedler_value,1.0,-1.0
9,11,connectivity_ratio,1.0,1.0
9,11,spectral_entropy_norm,1.0,1.0
9,11,hfer,1.0,1.0
9,11,spectral_radius,1.0,-1.0
9,12,fiedler_value,1.0,1.0
9,12,connectivity_ratio,1.0,1.0
9,12,spectral_entropy_norm,1.0,1.0
9,12,hfer,1.0,1.0
9,12,spectral_radius,1.0,-1.0
9,13,fiedler_value,1.0,-1.0
9,13,connectivity_ratio,1.0,-1.0
9,13,spectral_entropy_norm,1.0,1.0
9,13,hfer,1.0,-1.0
9,13,spectral_radius,1.0,-1.0
9,14,fiedler_value,1.0,1.0
9,14,connectivity_ratio,1.0,1.0
9,14,spectral_entropy_norm,1.0,1.0
9,14,hfer,1.0,-1.0
9,14,spectral_radius,1.0,-1.0
9,15,fiedler_value,1.0,-1.0
9,15,connectivity_ratio,1.0,-1.0
9,15,spectral_entropy_norm,1.0,1.0
9,15,hfer,1.0,1.0
9,15,spectral_radius,1.0,-1.0
10,0,fiedler_value,1.0,-1.0
10,0,connectivity_ratio,1.0,-1.0
10,0,spectral_entropy_norm,1.0,1.0
10,0,hfer,1.0,-1.0
10,0,spectral_radius,1.0,-1.0
10,1,fiedler_value,1.0,-1.0
10,1,connectivity_ratio,1.0,-1.0
10,1,spectral_entropy_norm,1.0,-1.0
10,1,hfer,1.0,1.0
10,1,spectral_radius,1.0,-1.0
10,2,fiedler_value,1.0,-1.0
10,2,connectivity_ratio,1.0,-1.0
10,2,spectral_entropy_norm,1.0,1.0
10,2,hfer,1.0,-1.0
10,2,spectral_radius,1.0,1.0
10,3,fiedler_value,1.0,-1.0
10,3,connectivity_ratio,1.0,1.0
10,3,spectral_entropy_norm,1.0,1.0
10,3,hfer,1.0,1.0
10,3,spectral_radius,1.0,-1.0
10,4,fiedler_value,1.0,-1.0
10,4,connectivity_ratio,1.0,1.0
10,4,spectral_entropy_norm,1.0,1.0
10,4,hfer,1.0,-1.0
10,4,spectral_radius,1.0,-1.0
10,5,fiedler_value,1.0,1.0
10,5,connectivity_ratio,1.0,1.0
10,5,spectral_entropy_norm,1.0,1.0
10,5,hfer,1.0,-1.0
10,5,spectral_radius,1.0,-1.0
10,6,fiedler_value,1.0,1.0
10,6,connectivity_ratio,1.0,1.0
10,6,spectral_entropy_norm,1.0,1.0
10,6,hfer,1.0,-1.0
10,6,spectral_radius,1.0,-1.0
10,7,fiedler_value,1.0,-1.0
10,7,connectivity_ratio,1.0,-1.0
10,7,spectral_entropy_norm,1.0,1.0
10,7,hfer,1.0,1.0
10,7,spectral_radius,1.0,1.0
10,8,fiedler_value,1.0,-1.0
10,8,connectivity_ratio,1.0,-1.0
10,8,spectral_entropy_norm,1.0,1.0
10,8,hfer,1.0,1.0
10,8,spectral_radius,1.0,-1.0
10,9,fiedler_value,1.0,1.0
10,9,connectivity_ratio,1.0,1.0
10,9,spectral_entropy_norm,1.0,1.0
10,9,hfer,1.0,-1.0
10,9,spectral_radius,1.0,-1.0
10,10,fiedler_value,1.0,-1.0
10,10,connectivity_ratio,1.0,-1.0
10,10,spectral_entropy_norm,1.0,1.0
10,10,hfer,1.0,-1.0
10,10,spectral_radius,1.0,-1.0
10,11,fiedler_value,1.0,1.0
10,11,connectivity_ratio,1.0,1.0
10,11,spectral_entropy_norm,1.0,1.0
10,11,hfer,1.0,-1.0
10,11,spectral_radius,1.0,-1.0
10,12,fiedler_value,1.0,1.0
10,12,connectivity_ratio,1.0,1.0
10,12,spectral_entropy_norm,1.0,1.0
10,12,hfer,1.0,-1.0
10,12,spectral_radius,1.0,-1.0
10,13,fiedler_value,1.0,-1.0
10,13,connectivity_ratio,1.0,-1.0
10,13,spectral_entropy_norm,1.0,1.0
10,13,hfer,1.0,-1.0
10,13,spectral_radius,1.0,-1.0
10,14,fiedler_value,1.0,-1.0
10,14,connectivity_ratio,1.0,-1.0
10,14,spectral_entropy_norm,1.0,1.0
10,14,hfer,1.0,-1.0
10,14,spectral_radius,1.0,-1.0
10,15,fiedler_value,1.0,-1.0
10,15,connectivity_ratio,1.0,-1.0
10,15,spectral_entropy_norm,1.0,1.0
10,15,hfer,1.0,-1.0
10,15,spectral_radius,1.0,-1.0
11,0,fiedler_value,1.0,-1.0
11,0,connectivity_ratio,1.0,-1.0
11,0,spectral_entropy_norm,1.0,1.0
11,0,hfer,1.0,-1.0
11,0,spectral_radius,1.0,-1.0
11,1,fiedler_value,1.0,1.0
11,1,connectivity_ratio,1.0,1.0
11,1,spectral_entropy_norm,1.0,1.0
11,1,hfer,1.0,-1.0
11,1,spectral_radius,1.0,-1.0
11,2,fiedler_value,1.0,-1.0
11,2,connectivity_ratio,1.0,-1.0
11,2,spectral_entropy_norm,1.0,1.0
11,2,hfer,1.0,-1.0
11,2,spectral_radius,1.0,-1.0
11,3,fiedler_value,1.0,-1.0
11,3,connectivity_ratio,1.0,-1.0
11,3,spectral_entropy_norm,1.0,1.0
11,3,hfer,1.0,-1.0
11,3,spectral_radius,1.0,-1.0
11,4,fiedler_value,1.0,-1.0
11,4,connectivity_ratio,1.0,-1.0
11,4,spectral_entropy_norm,1.0,1.0
11,4,hfer,1.0,1.0
11,4,spectral_radius,1.0,1.0
11,5,fiedler_value,1.0,-1.0
11,5,connectivity_ratio,1.0,-1.0
11,5,spectral_entropy_norm,1.0,1.0
11,5,hfer,1.0,1.0
11,5,spectral_radius,1.0,-1.0
11,6,fiedler_value,1.0,1.0
11,6,connectivity_ratio,1.0,1.0
11,6,spectral_entropy_norm,1.0,1.0
11,6,hfer,1.0,-1.0
11,6,spectral_radius,1.0,1.0
11,7,fiedler_value,1.0,-1.0
11,7,connectivity_ratio,1.0,-1.0
11,7,spectral_entropy_norm,1.0,1.0
11,7,hfer,1.0,-1.0
11,7,spectral_radius,1.0,-1.0
11,8,fiedler_value,1.0,-1.0
11,8,connectivity_ratio,1.0,-1.0
11,8,spectral_entropy_norm,1.0,1.0
11,8,hfer,1.0,-1.0
11,8,spectral_radius,1.0,-1.0
11,9,fiedler_value,1.0,-1.0
11,9,connectivity_ratio,1.0,-1.0
11,9,spectral_entropy_norm,1.0,1.0
11,9,hfer,1.0,1.0
11,9,spectral_radius,1.0,-1.0
11,10,fiedler_value,1.0,-1.0
11,10,connectivity_ratio,1.0,-1.0
11,10,spectral_entropy_norm,1.0,1.0
11,10,hfer,1.0,1.0
11,10,spectral_radius,1.0,-1.0
11,11,fiedler_value,1.0,-1.0
11,11,connectivity_ratio,1.0,-1.0
11,11,spectral_entropy_norm,1.0,1.0
11,11,hfer,1.0,-1.0
11,11,spectral_radius,1.0,-1.0
11,12,fiedler_value,1.0,1.0
11,12,connectivity_ratio,1.0,1.0
11,12,spectral_entropy_norm,1.0,1.0
11,12,hfer,1.0,-1.0
11,12,spectral_radius,1.0,-1.0
11,13,fiedler_value,1.0,1.0
11,13,connectivity_ratio,1.0,1.0
11,13,spectral_entropy_norm,1.0,1.0
11,13,hfer,1.0,-1.0
11,13,spectral_radius,1.0,-1.0
11,14,fiedler_value,1.0,1.0
11,14,connectivity_ratio,1.0,1.0
11,14,spectral_entropy_norm,1.0,-1.0
11,14,hfer,1.0,1.0
11,14,spectral_radius,1.0,1.0
11,15,fiedler_value,1.0,1.0
11,15,connectivity_ratio,1.0,1.0
11,15,spectral_entropy_norm,1.0,1.0
11,15,hfer,1.0,-1.0
11,15,spectral_radius,1.0,-1.0
12,0,fiedler_value,1.0,-1.0
12,0,connectivity_ratio,1.0,-1.0
12,0,spectral_entropy_norm,1.0,1.0
12,0,hfer,1.0,-1.0
12,0,spectral_radius,1.0,-1.0
12,1,fiedler_value,1.0,-1.0
12,1,connectivity_ratio,1.0,-1.0
12,1,spectral_entropy_norm,1.0,1.0
12,1,hfer,1.0,-1.0
12,1,spectral_radius,1.0,-1.0
12,2,fiedler_value,1.0,1.0
12,2,connectivity_ratio,1.0,1.0
12,2,spectral_entropy_norm,1.0,1.0
12,2,hfer,1.0,-1.0
12,2,spectral_radius,1.0,-1.0
12,3,fiedler_value,1.0,-1.0
12,3,connectivity_ratio,1.0,-1.0
12,3,spectral_entropy_norm,1.0,1.0
12,3,hfer,1.0,-1.0
12,3,spectral_radius,1.0,-1.0
12,4,fiedler_value,1.0,-1.0
12,4,connectivity_ratio,1.0,-1.0
12,4,spectral_entropy_norm,1.0,1.0
12,4,hfer,1.0,1.0
12,4,spectral_radius,1.0,-1.0
12,5,fiedler_value,1.0,-1.0
12,5,connectivity_ratio,1.0,-1.0
12,5,spectral_entropy_norm,1.0,1.0
12,5,hfer,1.0,-1.0
12,5,spectral_radius,1.0,-1.0
12,6,fiedler_value,1.0,-1.0
12,6,connectivity_ratio,1.0,-1.0
12,6,spectral_entropy_norm,1.0,1.0
12,6,hfer,1.0,-1.0
12,6,spectral_radius,1.0,-1.0
12,7,fiedler_value,1.0,-1.0
12,7,connectivity_ratio,1.0,-1.0
12,7,spectral_entropy_norm,1.0,1.0
12,7,hfer,1.0,-1.0
12,7,spectral_radius,1.0,-1.0
12,8,fiedler_value,1.0,-1.0
12,8,connectivity_ratio,1.0,1.0
12,8,spectral_entropy_norm,1.0,1.0
12,8,hfer,1.0,-1.0
12,8,spectral_radius,1.0,-1.0
12,9,fiedler_value,1.0,-1.0
12,9,connectivity_ratio,1.0,-1.0
12,9,spectral_entropy_norm,1.0,1.0
12,9,hfer,1.0,-1.0
12,9,spectral_radius,1.0,-1.0
12,10,fiedler_value,1.0,-1.0
12,10,connectivity_ratio,1.0,-1.0
12,10,spectral_entropy_norm,1.0,1.0
12,10,hfer,1.0,-1.0
12,10,spectral_radius,1.0,-1.0
12,11,fiedler_value,1.0,-1.0
12,11,connectivity_ratio,1.0,-1.0
12,11,spectral_entropy_norm,1.0,1.0
12,11,hfer,1.0,-1.0
12,11,spectral_radius,1.0,-1.0
12,12,fiedler_value,1.0,1.0
12,12,connectivity_ratio,1.0,1.0
12,12,spectral_entropy_norm,1.0,1.0
12,12,hfer,1.0,-1.0
12,12,spectral_radius,1.0,-1.0
12,13,fiedler_value,1.0,1.0
12,13,connectivity_ratio,1.0,1.0
12,13,spectral_entropy_norm,1.0,1.0
12,13,hfer,1.0,-1.0
12,13,spectral_radius,1.0,-1.0
12,14,fiedler_value,1.0,1.0
12,14,connectivity_ratio,1.0,1.0
12,14,spectral_entropy_norm,1.0,1.0
12,14,hfer,1.0,-1.0
12,14,spectral_radius,1.0,-1.0
12,15,fiedler_value,1.0,-1.0
12,15,connectivity_ratio,1.0,-1.0
12,15,spectral_entropy_norm,1.0,1.0
12,15,hfer,1.0,-1.0
12,15,spectral_radius,1.0,1.0
13,0,fiedler_value,1.0,1.0
13,0,connectivity_ratio,1.0,1.0
13,0,spectral_entropy_norm,1.0,1.0
13,0,hfer,1.0,-1.0
13,0,spectral_radius,1.0,-1.0
13,1,fiedler_value,1.0,-1.0
13,1,connectivity_ratio,1.0,-1.0
13,1,spectral_entropy_norm,1.0,1.0
13,1,hfer,1.0,-1.0
13,1,spectral_radius,1.0,-1.0
13,2,fiedler_value,1.0,-1.0
13,2,connectivity_ratio,1.0,-1.0
13,2,spectral_entropy_norm,1.0,1.0
13,2,hfer,1.0,-1.0
13,2,spectral_radius,1.0,1.0
13,3,fiedler_value,1.0,1.0
13,3,connectivity_ratio,1.0,1.0
13,3,spectral_entropy_norm,1.0,1.0
13,3,hfer,1.0,-1.0
13,3,spectral_radius,1.0,-1.0
13,4,fiedler_value,1.0,-1.0
13,4,connectivity_ratio,1.0,-1.0
13,4,spectral_entropy_norm,1.0,1.0
13,4,hfer,1.0,-1.0
13,4,spectral_radius,1.0,-1.0
13,5,fiedler_value,1.0,-1.0
13,5,connectivity_ratio,1.0,-1.0
13,5,spectral_entropy_norm,1.0,1.0
13,5,hfer,1.0,1.0
13,5,spectral_radius,1.0,-1.0
13,6,fiedler_value,1.0,1.0
13,6,connectivity_ratio,1.0,1.0
13,6,spectral_entropy_norm,1.0,1.0
13,6,hfer,1.0,-1.0
13,6,spectral_radius,1.0,-1.0
13,7,fiedler_value,1.0,-1.0
13,7,connectivity_ratio,1.0,-1.0
13,7,spectral_entropy_norm,1.0,1.0
13,7,hfer,1.0,-1.0
13,7,spectral_radius,1.0,1.0
13,8,fiedler_value,1.0,1.0
13,8,connectivity_ratio,1.0,1.0
13,8,spectral_entropy_norm,1.0,1.0
13,8,hfer,1.0,1.0
13,8,spectral_radius,1.0,1.0
13,9,fiedler_value,1.0,-1.0
13,9,connectivity_ratio,1.0,-1.0
13,9,spectral_entropy_norm,1.0,1.0
13,9,hfer,1.0,-1.0
13,9,spectral_radius,1.0,-1.0
13,10,fiedler_value,1.0,-1.0
13,10,connectivity_ratio,1.0,-1.0
13,10,spectral_entropy_norm,1.0,1.0
13,10,hfer,1.0,-1.0
13,10,spectral_radius,1.0,-1.0
13,11,fiedler_value,1.0,-1.0
13,11,connectivity_ratio,1.0,-1.0
13,11,spectral_entropy_norm,1.0,1.0
13,11,hfer,1.0,-1.0
13,11,spectral_radius,1.0,-1.0
13,12,fiedler_value,1.0,-1.0
13,12,connectivity_ratio,1.0,-1.0
13,12,spectral_entropy_norm,1.0,1.0
13,12,hfer,1.0,1.0
13,12,spectral_radius,1.0,-1.0
13,13,fiedler_value,1.0,1.0
13,13,connectivity_ratio,1.0,1.0
13,13,spectral_entropy_norm,1.0,1.0
13,13,hfer,1.0,1.0
13,13,spectral_radius,1.0,-1.0
13,14,fiedler_value,1.0,-1.0
13,14,connectivity_ratio,1.0,-1.0
13,14,spectral_entropy_norm,1.0,1.0
13,14,hfer,1.0,-1.0
13,14,spectral_radius,1.0,-1.0
13,15,fiedler_value,1.0,1.0
13,15,connectivity_ratio,1.0,1.0
13,15,spectral_entropy_norm,1.0,1.0
13,15,hfer,1.0,-1.0
13,15,spectral_radius,1.0,-1.0
14,0,fiedler_value,1.0,-1.0
14,0,connectivity_ratio,1.0,-1.0
14,0,spectral_entropy_norm,1.0,1.0
14,0,hfer,1.0,-1.0
14,0,spectral_radius,1.0,-1.0
14,1,fiedler_value,1.0,-1.0
14,1,connectivity_ratio,1.0,-1.0
14,1,spectral_entropy_norm,1.0,1.0
14,1,hfer,1.0,-1.0
14,1,spectral_radius,1.0,-1.0
14,2,fiedler_value,1.0,-1.0
14,2,connectivity_ratio,1.0,-1.0
14,2,spectral_entropy_norm,1.0,1.0
14,2,hfer,1.0,-1.0
14,2,spectral_radius,1.0,-1.0
14,3,fiedler_value,1.0,-1.0
14,3,connectivity_ratio,1.0,-1.0
14,3,spectral_entropy_norm,1.0,1.0
14,3,hfer,1.0,-1.0
14,3,spectral_radius,1.0,-1.0
14,4,fiedler_value,1.0,-1.0
14,4,connectivity_ratio,1.0,-1.0
14,4,spectral_entropy_norm,1.0,1.0
14,4,hfer,1.0,-1.0
14,4,spectral_radius,1.0,-1.0
14,5,fiedler_value,1.0,-1.0
14,5,connectivity_ratio,1.0,-1.0
14,5,spectral_entropy_norm,1.0,1.0
14,5,hfer,1.0,-1.0
14,5,spectral_radius,1.0,-1.0
14,6,fiedler_value,1.0,1.0
14,6,connectivity_ratio,1.0,1.0
14,6,spectral_entropy_norm,1.0,1.0
14,6,hfer,1.0,-1.0
14,6,spectral_radius,1.0,-1.0
14,7,fiedler_value,1.0,1.0
14,7,connectivity_ratio,1.0,1.0
14,7,spectral_entropy_norm,1.0,1.0
14,7,hfer,1.0,-1.0
14,7,spectral_radius,1.0,1.0
14,8,fiedler_value,1.0,-1.0
14,8,connectivity_ratio,1.0,-1.0
14,8,spectral_entropy_norm,1.0,1.0
14,8,hfer,1.0,1.0
14,8,spectral_radius,1.0,-1.0
14,9,fiedler_value,1.0,-1.0
14,9,connectivity_ratio,1.0,-1.0
14,9,spectral_entropy_norm,1.0,1.0
14,9,hfer,1.0,1.0
14,9,spectral_radius,1.0,1.0
14,10,fiedler_value,1.0,1.0
14,10,connectivity_ratio,1.0,1.0
14,10,spectral_entropy_norm,1.0,1.0
14,10,hfer,1.0,-1.0
14,10,spectral_radius,1.0,-1.0
14,11,fiedler_value,1.0,-1.0
14,11,connectivity_ratio,1.0,-1.0
14,11,spectral_entropy_norm,1.0,1.0
14,11,hfer,1.0,-1.0
14,11,spectral_radius,1.0,1.0
14,12,fiedler_value,1.0,-1.0
14,12,connectivity_ratio,1.0,-1.0
14,12,spectral_entropy_norm,1.0,1.0
14,12,hfer,1.0,-1.0
14,12,spectral_radius,1.0,-1.0
14,13,fiedler_value,1.0,1.0
14,13,connectivity_ratio,1.0,1.0
14,13,spectral_entropy_norm,1.0,-1.0
14,13,hfer,1.0,1.0
14,13,spectral_radius,1.0,-1.0
14,14,fiedler_value,1.0,-1.0
14,14,connectivity_ratio,1.0,-1.0
14,14,spectral_entropy_norm,1.0,1.0
14,14,hfer,1.0,1.0
14,14,spectral_radius,1.0,1.0
14,15,fiedler_value,1.0,-1.0
14,15,connectivity_ratio,1.0,-1.0
14,15,spectral_entropy_norm,1.0,-1.0
14,15,hfer,1.0,1.0
14,15,spectral_radius,1.0,-1.0
15,0,fiedler_value,1.0,-1.0
15,0,connectivity_ratio,1.0,-1.0
15,0,spectral_entropy_norm,1.0,1.0
15,0,hfer,1.0,-1.0
15,0,spectral_radius,1.0,1.0
15,1,fiedler_value,1.0,-1.0
15,1,connectivity_ratio,1.0,-1.0
15,1,spectral_entropy_norm,1.0,-1.0
15,1,hfer,1.0,1.0
15,1,spectral_radius,1.0,-1.0
15,2,fiedler_value,1.0,-1.0
15,2,connectivity_ratio,1.0,-1.0
15,2,spectral_entropy_norm,1.0,1.0
15,2,hfer,1.0,-1.0
15,2,spectral_radius,1.0,1.0
15,3,fiedler_value,1.0,-1.0
15,3,connectivity_ratio,1.0,-1.0
15,3,spectral_entropy_norm,1.0,1.0
15,3,hfer,1.0,1.0
15,3,spectral_radius,1.0,-1.0
15,4,fiedler_value,1.0,1.0
15,4,connectivity_ratio,1.0,1.0
15,4,spectral_entropy_norm,1.0,1.0
15,4,hfer,1.0,-1.0
15,4,spectral_radius,1.0,-1.0
15,5,fiedler_value,1.0,1.0
15,5,connectivity_ratio,1.0,1.0
15,5,spectral_entropy_norm,1.0,1.0
15,5,hfer,1.0,1.0
15,5,spectral_radius,1.0,-1.0
15,6,fiedler_value,1.0,-1.0
15,6,connectivity_ratio,1.0,-1.0
15,6,spectral_entropy_norm,1.0,1.0
15,6,hfer,1.0,1.0
15,6,spectral_radius,1.0,-1.0
15,7,fiedler_value,1.0,-1.0
15,7,connectivity_ratio,1.0,-1.0
15,7,spectral_entropy_norm,1.0,1.0
15,7,hfer,1.0,-1.0
15,7,spectral_radius,1.0,-1.0
15,8,fiedler_value,1.0,1.0
15,8,connectivity_ratio,1.0,1.0
15,8,spectral_entropy_norm,1.0,1.0
15,8,hfer,1.0,-1.0
15,8,spectral_radius,1.0,-1.0
15,9,fiedler_value,1.0,1.0
15,9,connectivity_ratio,1.0,1.0
15,9,spectral_entropy_norm,1.0,1.0
15,9,hfer,1.0,-1.0
15,9,spectral_radius,1.0,-1.0
15,10,fiedler_value,1.0,1.0
15,10,connectivity_ratio,1.0,1.0
15,10,spectral_entropy_norm,1.0,1.0
15,10,hfer,1.0,-1.0
15,10,spectral_radius,1.0,1.0
15,11,fiedler_value,1.0,-1.0
15,11,connectivity_ratio,1.0,-1.0
15,11,spectral_entropy_norm,1.0,1.0
15,11,hfer,1.0,1.0
15,11,spectral_radius,1.0,-1.0
15,12,fiedler_value,1.0,-1.0
15,12,connectivity_ratio,1.0,1.0
15,12,spectral_entropy_norm,1.0,1.0
15,12,hfer,1.0,-1.0
15,12,spectral_radius,1.0,-1.0
15,13,fiedler_value,1.0,-1.0
15,13,connectivity_ratio,1.0,-1.0
15,13,spectral_entropy_norm,1.0,1.0
15,13,hfer,1.0,1.0
15,13,spectral_radius,1.0,-1.0
15,14,fiedler_value,1.0,-1.0
15,14,connectivity_ratio,1.0,-1.0
15,14,spectral_entropy_norm,1.0,1.0
15,14,hfer,1.0,-1.0
15,14,spectral_radius,1.0,1.0
15,15,fiedler_value,1.0,1.0
15,15,connectivity_ratio,1.0,1.0
15,15,spectral_entropy_norm,1.0,1.0
15,15,hfer,1.0,-1.0
15,15,spectral_radius,1.0,1.0
16,0,fiedler_value,1.0,-1.0
16,0,connectivity_ratio,1.0,-1.0
16,0,spectral_entropy_norm,1.0,1.0
16,0,hfer,1.0,-1.0
16,0,spectral_radius,1.0,-1.0
16,1,fiedler_value,1.0,-1.0
16,1,connectivity_ratio,1.0,-1.0
16,1,spectral_entropy_norm,1.0,1.0
16,1,hfer,1.0,-1.0
16,1,spectral_radius,1.0,-1.0
16,2,fiedler_value,1.0,1.0
16,2,connectivity_ratio,1.0,1.0
16,2,spectral_entropy_norm,1.0,1.0
16,2,hfer,1.0,-1.0
16,2,spectral_radius,1.0,-1.0
16,3,fiedler_value,1.0,-1.0
16,3,connectivity_ratio,1.0,-1.0
16,3,spectral_entropy_norm,1.0,1.0
16,3,hfer,1.0,1.0
16,3,spectral_radius,1.0,-1.0
16,4,fiedler_value,1.0,-1.0
16,4,connectivity_ratio,1.0,-1.0
16,4,spectral_entropy_norm,1.0,1.0
16,4,hfer,1.0,-1.0
16,4,spectral_radius,1.0,-1.0
16,5,fiedler_value,1.0,-1.0
16,5,connectivity_ratio,1.0,-1.0
16,5,spectral_entropy_norm,1.0,1.0
16,5,hfer,1.0,1.0
16,5,spectral_radius,1.0,1.0
16,6,fiedler_value,1.0,-1.0
16,6,connectivity_ratio,1.0,-1.0
16,6,spectral_entropy_norm,1.0,1.0
16,6,hfer,1.0,1.0
16,6,spectral_radius,1.0,-1.0
16,7,fiedler_value,1.0,-1.0
16,7,connectivity_ratio,1.0,-1.0
16,7,spectral_entropy_norm,1.0,1.0
16,7,hfer,1.0,-1.0
16,7,spectral_radius,1.0,-1.0
16,8,fiedler_value,1.0,1.0
16,8,connectivity_ratio,1.0,1.0
16,8,spectral_entropy_norm,1.0,1.0
16,8,hfer,1.0,-1.0
16,8,spectral_radius,1.0,-1.0
16,9,fiedler_value,1.0,-1.0
16,9,connectivity_ratio,1.0,-1.0
16,9,spectral_entropy_norm,1.0,1.0
16,9,hfer,1.0,-1.0
16,9,spectral_radius,1.0,-1.0
16,10,fiedler_value,1.0,1.0
16,10,connectivity_ratio,1.0,1.0
16,10,spectral_entropy_norm,1.0,1.0
16,10,hfer,1.0,1.0
16,10,spectral_radius,1.0,-1.0
16,11,fiedler_value,1.0,1.0
16,11,connectivity_ratio,1.0,-1.0
16,11,spectral_entropy_norm,1.0,-1.0
16,11,hfer,1.0,1.0
16,11,spectral_radius,1.0,1.0
16,12,fiedler_value,1.0,-1.0
16,12,connectivity_ratio,1.0,-1.0
16,12,spectral_entropy_norm,1.0,1.0
16,12,hfer,1.0,-1.0
16,12,spectral_radius,1.0,1.0
16,13,fiedler_value,1.0,-1.0
16,13,connectivity_ratio,1.0,-1.0
16,13,spectral_entropy_norm,1.0,1.0
16,13,hfer,1.0,-1.0
16,13,spectral_radius,1.0,-1.0
16,14,fiedler_value,1.0,1.0
16,14,connectivity_ratio,1.0,1.0
16,14,spectral_entropy_norm,1.0,1.0
16,14,hfer,1.0,-1.0
16,14,spectral_radius,1.0,-1.0
16,15,fiedler_value,1.0,-1.0
16,15,connectivity_ratio,1.0,-1.0
16,15,spectral_entropy_norm,1.0,1.0
16,15,hfer,1.0,-1.0
16,15,spectral_radius,1.0,-1.0
17,0,fiedler_value,1.0,-1.0
17,0,connectivity_ratio,1.0,-1.0
17,0,spectral_entropy_norm,1.0,1.0
17,0,hfer,1.0,-1.0
17,0,spectral_radius,1.0,-1.0
17,1,fiedler_value,1.0,-1.0
17,1,connectivity_ratio,1.0,-1.0
17,1,spectral_entropy_norm,1.0,1.0
17,1,hfer,1.0,-1.0
17,1,spectral_radius,1.0,1.0
17,2,fiedler_value,1.0,-1.0
17,2,connectivity_ratio,1.0,-1.0
17,2,spectral_entropy_norm,1.0,-1.0
17,2,hfer,1.0,1.0
17,2,spectral_radius,1.0,-1.0
17,3,fiedler_value,1.0,1.0
17,3,connectivity_ratio,1.0,1.0
17,3,spectral_entropy_norm,1.0,1.0
17,3,hfer,1.0,-1.0
17,3,spectral_radius,1.0,-1.0
17,4,fiedler_value,1.0,-1.0
17,4,connectivity_ratio,1.0,-1.0
17,4,spectral_entropy_norm,1.0,1.0
17,4,hfer,1.0,-1.0
